2200,F A CIUDAD JUAREZ CORREGIDORA,01987 - JUA_JZCO_CORREGIDORA_01987,JZCO,Cerrada,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,RAFAEL VELARDE,8-G Y 8-H,243 LOC,CENTRO,JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2201,F A CIUDAD JUAREZ GLORIETA DE LOS AZTECAS,01988 - JUA_JZGL_GLORIETA DE LOS AZTECAS_01988,JZGL,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,ZARAGOZA,B,3450,CIUDAD MODERNA,JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2134,F A CIUDAD JUAREZ TECNOLOGICO 2,01922 - JUA_JZTC_TECNOLOGICO 2_01922,JZTC,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,AVENIDA TECNOLOGICO,,3411,RINCONES DEL VALLE,CD JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2118,F A CIUDAD JUAREZ MONUMENTAL,01893 - JUA_JZMO_MONUMENTAL_01893,JZMO,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,AVENIDA PASEO TRIUNFO DE LA REPUBLICA,1,4728,MONUMENTAL,JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2117,F A CIUDAD JUAREZ LA ZARZANA,01892 - JUA_JZLZ_LA ZARZANA_01892,JZLZ,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,AV FRANCISCO VILLARREAL,,11293,PARTIDO SENECU,CD JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2245,F A CIUDAD JUAREZ PRADERA,02023 - JUA_JZPR_PRADERA_02023,JZPR,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,AVENIDA EJERCITO NACIONAL,,7250,PRADERA DORADA,CIUDAD JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
1809,F A CHIHUAHUA JUAREZ LINCOLN,01741 - CHI_CIJL_JUAREZ LINCOLN_01741,CIJL,Cerrada,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,RIO NILO ESQ LINCOLN,,3201,LA PLAYA,,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2219,F A CIUDAD JUAREZ LOPEZ MATEOS 2,02008 - JUA_JZLM_LOPEZ MATEOS 2_02008,JZLM,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,ADOLFO LOPEZ MATEOS,,857,LOS NOGALES,JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2132,F A CIUDAD JUAREZ EJERCITO,01913 - JUA_JZEJ_EJERCITO_01913,JZEJ,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,AVENIDA PLUTARCO ELIAS CALLES,,2115,SEÑORIAL,CD JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2133,F A CIUDAD JUAREZ LA RAZA,01921 - JUA_JZLR_LA RAZA_01921,JZLR,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,LAGO PATZCUARO,,919,LOS LAGOS,JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2135,F A CIUDAD JUAREZ GOMEZ MORIN,01915 - JUA_JZGM_GOMEZ MORIN_01915,JZGM,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,BOULEVARD MANUEL GOMEZ MORIN,,9904,PARTIDO SENECU,CD JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2136,F A CIUDAD JUAREZ PLAZA LAS TORRES,01914 - JUA_JZPT_PLAZA LAS TORRES_01914,JZPT,Abierta,CIUDAD JUAREZ,CIUDAD JUAREZ,1,FARMACIAS DEL AHORRO,S,AV. DE LAS TORRES,,8300,LOTE BRAVO,CD JUAREZ,CHIHUAHUA,JUAREZ,PROVINCIA,NORTE
2206,F A CHIHUAHUA LAS MISIONES,01994 - CHI_CILM_LAS MISIONES_01994,CILM,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVENIDA DE LA CANTERA,,9133,LAS MISIONES IV,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1499,F A CHIHUAHUA CANTERA,01478 - CHI_CICN_CANTERA_01478,CICN,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVE TOMAS VALLE VIVAR,,7515-8 ,CUMBRES III,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
2203,F A CHIHUAHUA JARDINES DEL SAUCITO,01990 - CHI_CIJA_JARDINES DEL SAUCITO_01990,CIJA,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVENIDA DE LA JUVENTUD (LUIS DONALDO,,8109,JARDINES DEL SAUCITO,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1876,F A CHIHUAHUA ALDAMA,01785 - CHI_CIAL_ALDAMA_01785,CIAL,Cerrada,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,N,JUAN ALDAMA,,716 ,ZONA CENTRO,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1899,F A CHIHUAHUA DIAZ ORDAZ,01786 - CHI_CIDO_DIAZ ORDAZ_01786,CIDO,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,BOULEVARD GUSTAVO DIAZ ORDAZ,,401,CENTRO,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1810,F A CHIHUAHUA JUAREZ,01740 - CHI_CIJU_JUAREZ_01740,CIJU,Cerrada,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AV JUAREZ,,843 NTE,ZONA CENTRO,,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1909,F A CHIHUAHUA TECNOLOGICO,01791 - CHI_CITE_TECNOLOGICO_01791,CITE,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVENIDA INSTITUTO TECNOLOGICO DE CHIHUAHUA,,3303 ,MAGISTERIAL UNIVERSIDAD,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1859,F A CHIHUAHUA JUAN ESCUTIA,01539 - CHI_CIJE_JUAN ESCUTIA_01539,CIJE,Cerrada,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,N,AAAAA,,A ,SECTOR 63,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1860,F A CHIHUAHUA AGUSTIN MELGAR,01767 - CHI_CIAM_AGUSTIN MELGAR_01767,CIAM,Cerrada,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,N,AAAAA,,A ,MAGISTERIAL UNIVERSIDAD,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1498,F A CHIHUAHUA AMERICAS,01472 - CHI_CIME_ AMERICAS_01472,CIME,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AV. LAS AMERICAS,,101 ,LAS GRANJAS,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1621,F A CHIHUAHUA 20 DE NOVIEMBRE,01602 - CHI_CINO_20 DE NOVIEMBRE_01602,CINO,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,20 DE NOVIEMBRE,,1100 ,ROMA SUR,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1622,F A CHIHUAHUA ADELITA,01612 - CHI_CIAD_ADELITA_01612,CIAD,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVENIDA TECNOLOGICO,,2504,UNIDAD SILVINO RODRIGUEZ,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1623,F A CHIHUAHUA FLORES MAGON,01603 - CHI_CIFM_FLORES MAGON_01603,CIFM,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,CALLE 46,,2401 ,ROSARIO,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1624,F A CHIHUAHUA PERIFERICO DE LA JUVENTUD,01604 - CHI_CIPJ_PERIFERICO LA JUVENTUD_01604,CIPJ,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVENIDA DE LA JUVENTUD (LUIS DONALDO COLOSIO),,10724,RESIDENCIAL UNIVERSIDAD,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1625,F A CHIHUAHUA PACHECO,01613 - CHI_CIPC_PACHECO_01613,CIPC,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,20 DE NOVIEMBRE,L1,3903,ROMA SUR,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1691,F A CHIHUAHUA INDEPENDENCIA,01674 - CHI_CIIN_INDEPENDENCIA_01674,CIIN,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,JOSE GARCIA VALDEZ,,1301 ,SAN FELIPE II,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1692,F A CHIHUAHUA FRANCISCO VILLA,01673 - CHI_CIFV_FRANCISCO VILLA_01673,CIFV,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,N,AV AMERICAS,,1200 ,PANAMERICANA,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1693,F A CHIHUAHUA CARBONEL,01675 - CHI_CICB_CARBONEL_01675,CICB,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,RIO DE JANEIRO,,322 ,PANAMERICANA,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1502,F A CHIHUAHUA POLITECNICO,01477 - CHI_CIPO_POLITECNICO_01477,CIPO,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVE. POLITECNICO NACIONAL,,4713,LOMAS LA SALLE,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1503,F A CHIHUAHUA UNIVERSIDAD,01475 - CHI_CIUN_UNIVERSIDAD_01475,CIUN,Cerrada,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,N,AV. UNIVERSIDAD,,2721 ,PARQUES DE SAN FELIPE,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1501,F A CHIHUAHUA MIRADOR,01473 - CHI_CIMI_MIRADOR_01473,CIMI,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVENIDA MIRADOR,,4107 ,RESIDENCIAL CAMPESTRE,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1500,F A CHIHUAHUA CIRCUITO,01476 - CHI_CICU_CIRCUITO_01476,CICU,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AVE. CIRCUITO UNIVERSITARIO,,15307,QUINTA SAN SEBASTIAN,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1504,F A CHIHUAHUA VILLA,01474 - CHI_CIVI_VILLA_01474,CIVI,Abierta,CHIHUAHUA,CHIHUAHUA,1,FARMACIAS DEL AHORRO,S,AV. TECNOLOGICO,,7930 ,FRANCISCO VILLA,CHIHUAHUA,CHIHUAHUA,CHIHUAHUA,PROVINCIA,NORTE
1934,F A MEXICO SUR LA CEBADA,01457 - MXS_MXEB_LA CEBADA_01457,MXEB,Cerrada,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,A,,A ,LA CEBADA SAN LORENZO TEPEPAN ,CIUDAD DE MEXICO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
2290,F A MEXICO SUR PLAN DE GUADALUPE,02066 - MXS_MXGP_PLAN DE GUADALUPE_02066,MXGP,Por Aperturar,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,PROLONGACION DIVISION DE NORTE,,5068,SAN LORENZO LA CEBADA,XOCHIMILCO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
1852,F A MEXICO SUR LA NORIA,01778 - MXS_MXNR_LA NORIA_01778,MXNR,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,CARRETERA A SAN PABLO,,5860 ,LA NORIA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
1229,F A MEXICO SUR PLAN SEXENAL,01179 - MXS_MXXN_PLAN SEXENAL_01179,MXXN,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AVENIDA MEXICO,LOCAL - B,S/N LOCAL - B,SANTIAGO TEPALCATLALPAN,CIUDAD DE MEXICO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
998,F A MEXICO SUR TREN LIGERO,00910 - MXS_MXT8_TREN LIGERO_00910,MXT8,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV. CUAHUTEMOC,,53,BARRIO SAN PEDRO,CIUDAD DE MEXICO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
677,F A MEXICO SUR ARENAL,00244 - MXS_MXA1_ARENAL_00244,MXA1,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,CALZ. DE ARENAL,,842,SANTA MARIA TEPEPAN,MEXICO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
989,F A MEXICO SUR XOCHIMILCO,00901 - MXS_MXXH_XOCHIMILCO_00901,MXXH,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,GUADALUPE I. RAMIREZ ,,32 ,SAN ANTONIO,CIUDAD DE MEXICO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
219,F A MEXICO SUR VAQUERITOS,00227 - MXS_MXVA_VAQUERITOS_00227,MXVA,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,PROLONGACION DIVILON DEL NORTE,,4904 LOC12 ,LA CEBADA SAN LORENZO TEPEPAN ,CIUDAD DE MEXICO,CIUDAD DE MEXICO,XOCHIMILCO,METROPOLITANA,METROPOLITANA
2243,F A MEXICO CENTRO BALBUENA,01983 - MXC_MXBB_BALBUENA_01983,MXBB,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,FRAY SERVANDO TERESA DE MIER,,911,JARDIN BALBUENA,VENUSTIANO CARRANZA.,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,METROPOLITANA,METROPOLITANA
2250,F A MEXICO CENTRO SAN ANTONIO TOMATLAN,02028 - MXC_MXNT_SAN ANTONIO TOMATLAN_02028,MXNT,Cerrada,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,SAN ANTONIO TOMATLAN,,53,ZONA CENTRO,VENUSTIANO CARRANZA.,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,METROPOLITANA,METROPOLITANA
996,F A MEXICO CENTRO FRAY SERVANDO,00874 - MXC_MXFV FRAY  SERVANDO_00874,MXFV,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,N,FRAY SERVANDO TERESA DE MIER,,454 LOC. B,CANDELARIA DE LOS PATOS FOVISSSTE,MEXICO,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,METROPOLITANA,METROPOLITANA
2246,F A MEXICO SUR RENATO LEDUC,02024 - MXS_MXRU_RENATO LEDUC_02024,MXRU,Por Aperturar,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AVENIDA RENATO LEDUC,,264,TORIELLO GUERRA,TLALPAN,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
2064,F A DERMA MEXICO SUR COAPA,04125 - MXS_MXCP_COAPA_04125,MXCP,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,CALZADA ACOXPA,LOC. A ,495,VILLA LAZARO CARDENAS,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
2036,F A DERMA MEXICO SUR TLALPAN,04137 - MXS_MXDT_TLALPAN_04137,MXDT,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,RENATO LEDUC ,,264 ,TORIELLO GUERRA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1367,F A MEXICO SUR HUIPULCO,01330 - MXS_MXHU_HUIPULCO_01330,MXHU,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,TLALPAN ,,4715 ,TORIELLO GUERRA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1972,F A MEXICO SUR CANTERA,01784 - MXS_MXCK_CANTERA_01784,MXCK,Cerrada,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,A,,A ,TLALPAN,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1707,DERMA MEXICO SUR COAPA,,T011,Cerrada,DF SUR,MEXICO SUR,183,FARMACIAS DERMATOLÓGICAS,N,ACOXPA,LOCAL A ,495 LOCAL A ,SAN LORENZO HUIPULCO,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1696,F A MEXICO SUR DEGOLLADO,01525 - MXS_MXDG_DEGOLLADO_01525,MXDG,Cerrada,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV INSURGENTES SUR,,3720 ,TLALPAN,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1732,DERMA MEXICO SUR TLALPAN,,T023,Cerrada,DF SUR,MEXICO SUR,183,FARMACIAS DERMATOLÓGICAS,N,RENATO LEDUC,,264 ,TORIELLO GUERRA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1292,F A MEXICO SUR PEÑA POBRE,01180 - MXS_MXP0_PEÑA POBRE_01180,MXP0,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,CUAUHTEMOC,,6,BARRIO LA LONJA,TLALPAN,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1038,F A MEXICO SUR CALZADA DEL HUESO,00935 - MXS_MX74_CALZADA DEL HUESO_00935,MX74,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV. PROLONGACION DIVISION DEL NORTE,,2 MZ 1,BELISARIO DOMINGUEZ,TLALPAN,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1147,F A MEXICO SUR EL CAMINERO,01032 - MXS_MXCM_EL CAMINERO_01032,MXCM,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,INSURGENTES SUR,,S/N,TLALCOLIGIA,MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1148,F A MEXICO SUR NECAXA,01093 - MXS_MXNX_NECAXA_01093,MXNX,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,CALZADA DE ACOXPA,,399 ,VILLA LAZARO CARDENAS,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
676,F A MEXICO SUR ACOXPA,00248 - MXS_MXM6_ACOXPA_00248,MXM6,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV. MIRAMONTES,,3171,RESIDENCIAL ACOXPA,MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
687,F A MEXICO SUR COAPA                            C,00578 - MXS_MXC1_COAPA_00578,MXC1,Cerrada,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,ALFAFLFARES,,10,RINCONADA COAPA 1A SECCION,MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
639,F A MEXICO SUR SANTA URSULA                     C,00577 - MXS_MXU1_SANTA URSULA_00577,MXU1,Cerrada,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,SANTA URSULA,,95,SANTA URSULA XITLA,MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
435,F A MEXICO SUR PICACHO,00243 - MXS_MXPI_PICACHO_00243,MXPI,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,CARRTERA PICACHO AJUSCO,,725 ,HEROES DE PADIERNA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
104,F A MEXICO SUR SAN FERNANDO,00228 - MXS_MXFE_SAN FERNANDO_00228,MXFE,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV SAN FERNANDO,,548,PEÑA POBRE,MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
123,F A MEXICO SUR LA JOYA TLALPAN,00222 - MXS_MXLJ_LA JOYA TLALPAN_00222,MXLJ,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,CALZ. DE TLALPAN,,5017 ,LA JOYA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
359,F A MEXICO SUR SAN PEDRO MARTIR,00240 - MXS_MXIM_SAN PEDRO MARTIR_00240,MXIM,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,N,CARRETERA FEDERAL A CUERNAVACA,,5621 LOC 2,SAN PEDRO MARTIR,MEXICO,CIUDAD DE MEXICO,TLALPAN,METROPOLITANA,METROPOLITANA
1694,F A MEXICO SUR ANTONIO BEJAR,01524 - MXS_MXAJ_ANTONIO BEJAR_01524,MXAJ,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV TLAHUAC,,7190 ,SAN FRANCISCO TLALTENCO,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLAHUAC,METROPOLITANA,METROPOLITANA
1593,F A MEXICO SUR LA HABANA,01459 - MXS_MXHN_LA HABANA_01459,MXHN,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV. TLAHUAC-CHALCO,,208 ,LA HABANA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLAHUAC,METROPOLITANA,METROPOLITANA
1321,F A MEXICO SUR LA TURBA,01249 - MXS_MXTB_LA TURBA_01249,MXTB,Abierta,DF SUR,MEXICO SUR,1,FARMACIAS DEL AHORRO,S,AV. LA TURBA,,636 ,AGRICOLA METROPOLITANA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,TLAHUAC,METROPOLITANA,METROPOLITANA
2309,F A MEXICO CENTRO POLANCO PETRARCA,02079 - MXC_MXP3_POLANCO PETRARCA_02079,MXP3,Por Aperturar,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,AV. SCHILLER,,304,POLANCO V SECCION,MIGUEL HIDALGO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
2259,F A DERMA MEXICO CENTRO SCHILLER CANCELADA,04165 - MXC_MXSH_SCHILLER_04165,MXSH,Cerrada,DF ORIENTE,MEXICO ORIENTE,1,FARMACIAS DEL AHORRO,N,HORACIO,,330,CHAPULTEPEC MORALES,MEXICO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
2024,F A DERMA MEXICO CENTRO LOMAS DE CHAPULTEPEC,04132 - MXC_MXDS_LOMAS DE CHAPULTEPEC_04132,MXDS,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,MONTE ARARAT,LOC 4 A 1,220,LOMAS DE CHAPULTEPEC,CIUDAD DE MEXICO.,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
2022,F A DERMA MEXICO CENTRO LABORATORIO GUTEMBERG,04198 - MXC_MXLB_LABORATORIO GUTEMBERG_04198,MXLB,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,N,MELCHOR OCAMPO,,275 ,VERONICA ANZURES,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
99,F A MEXICO CENTRO OBSERVATORIO,00225 - MXC_MXOB_OBSERVATORIO_00225,MXOB,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,BARRANQUILLA,,8 ,AMERICA,CIUDAD DE MEXICO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
2028,F A DERMA MEXICO CENTRO POLANCO,04135 - MXC_MXPJ_POLANCO_04135,MXPJ,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,HOMERO,LOCAL A,425,CHAPULTEPEC MORALES,MEXICO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
2205,F A MEXICO CENTRO RUFINA,01976 - MXC_MXRN_RUFINA_01976,MXRN,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,RUFINA,,22 26 28,TACUBAYA,MIGUEL HIDALGO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
1994,F A MEXICO CENTRO LAGO ATITLAN,01834 - MXC_MXAK_LAGO ATITLAN_01834,MXAK,Abierta,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,LAGO ATILTLAN,,119,MEXICO NUEVO,MEXICO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
2237,F A MEXICO CENTRO POLANCO SCHILLER,02017 - MXC_MXPL_POLANCO SCHILLER_02017,MXPL,Cerrada,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,HORACIO,,330.,CHAPULTEPEC MORALES,MIGUEL HIDALGO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
2293,F A MEXICO CENTRO LAGO GUIJA,02069 - MXC_MXGG_LAGO GUIJA_02069,MXGG,Por Aperturar,DF CENTRO,MEXICO CENTRO,1,FARMACIAS DEL AHORRO,S,CALZADA  LEGARIA,,51 53,TACUBA,MIGUEL HIDALGO,CIUDAD DE MEXICO,MIGUEL HIDALGO,METROPOLITANA,METROPOLITANA
